id,category,subcategory,difficulty,question,expected_answer,constraint_complexity,constraint_priority,anchor_topic,pair_id,failure_mode,isolation_rationale,analysis_scope
346,compliance_tier5,count_length_format_order_style,easy,"Outline exactly 4 classical Greek philosophers, each in under 5 words, formatted as a numbered list, in alphabetical order, in a formal register.",COUNT=4|MAX_WORDS=5|FORMAT=numbered_list|ORDER=alphabetical|STYLE=formal,tier5,strict,,,compliance,Five-dim with style register instead of forbidden,primary
347,compliance_tier5,count_length_format_order_style,medium,"List exactly 3 common database paradigms, each in under 6 words, formatted as a numbered list, in alphabetical order, in a formal register.",COUNT=3|MAX_WORDS=6|FORMAT=numbered_list|ORDER=alphabetical|STYLE=formal,tier5,strict,,,compliance,Five-dim with style register instead of forbidden,primary
348,compliance_tier5,count_length_format_order_style,medium,"Name exactly 4 common ML frameworks, each in under 5 words, formatted as a bullet list, in alphabetical order, in a formal register.",COUNT=4|MAX_WORDS=5|FORMAT=bullet_list_newline|ORDER=alphabetical|STYLE=formal,tier5,strict,,,compliance,Five-dim with style register instead of forbidden,primary
349,compliance_tier5,count_length_format_order_style,medium,"Provide exactly 4 Renaissance painters, each in under 6 words, formatted as a numbered list, in alphabetical order, in a formal register.",COUNT=4|MAX_WORDS=6|FORMAT=numbered_list|ORDER=alphabetical|STYLE=formal,tier5,strict,,,compliance,Five-dim with style register instead of forbidden,primary
350,compliance_tier5,count_length_format_order_style,medium,"List exactly 4 major rivers, each in under 5 words, formatted as a numbered list, in alphabetical order, in a formal register.",COUNT=4|MAX_WORDS=5|FORMAT=numbered_list|ORDER=alphabetical|STYLE=formal,tier5,strict,,,compliance,Five-dim with style register instead of forbidden,primary
351,compliance_tier5,count_length_format_order_style,medium,"Identify exactly 4 classical composers, each in under 5 words, formatted as a numbered list, in alphabetical order, in a formal register.",COUNT=4|MAX_WORDS=5|FORMAT=numbered_list|ORDER=alphabetical|STYLE=formal,tier5,strict,,,compliance,Five-dim with style register instead of forbidden,primary
352,compliance_tier5,count_length_format_order_style,medium,"Enumerate exactly 3 common voting systems, each in under 7 words, formatted as a numbered list, in alphabetical order, in a formal register.",COUNT=3|MAX_WORDS=7|FORMAT=numbered_list|ORDER=alphabetical|STYLE=formal,tier5,strict,,,compliance,Five-dim with style register instead of forbidden,primary
353,compliance_tier5,count_length_format_order_style,medium,"List exactly 4 major Indian states, each in under 6 words, formatted as a numbered list, in alphabetical order, in a formal register.",COUNT=4|MAX_WORDS=6|FORMAT=numbered_list|ORDER=alphabetical|STYLE=formal,tier5,strict,,,compliance,Five-dim with style register instead of forbidden,primary
354,compliance_tier5,count_length_format_order_style,hard,"Specify exactly 3 axioms of set theory, each in under 7 words, formatted as a numbered list, in alphabetical order, in a formal register.",COUNT=3|MAX_WORDS=7|FORMAT=numbered_list|ORDER=alphabetical|STYLE=formal,tier5,strict,,,compliance,Five-dim with style register instead of forbidden,primary
355,compliance_tier5,count_length_format_order_style,hard,"Give exactly 3 proof techniques in mathematics, each in under 6 words, formatted as a numbered list, in alphabetical order, in a formal register.",COUNT=3|MAX_WORDS=6|FORMAT=numbered_list|ORDER=alphabetical|STYLE=formal,tier5,strict,,,compliance,Five-dim with style register instead of forbidden,primary
356,compliance_tier5,count_length_format_order_style,hard,"List exactly 3 major topological invariants, each in under 7 words, formatted as a numbered list, in alphabetical order, in a formal register.",COUNT=3|MAX_WORDS=7|FORMAT=numbered_list|ORDER=alphabetical|STYLE=formal,tier5,strict,,,compliance,Five-dim with style register instead of forbidden,primary
357,compliance_tier5,count_length_format_order_style,hard,"State exactly 3 biochemical pathways, each in under 6 words, formatted as a bullet list, in alphabetical order, in a formal register.",COUNT=3|MAX_WORDS=6|FORMAT=bullet_list_newline|ORDER=alphabetical|STYLE=formal,tier5,strict,,,compliance,Five-dim with style register instead of forbidden,primary
358,compliance_tier5,count_length_format_order_style,hard,"Outline exactly 3 schools of analytic philosophy, each in under 7 words, formatted as a numbered list, in alphabetical order, in a formal register.",COUNT=3|MAX_WORDS=7|FORMAT=numbered_list|ORDER=alphabetical|STYLE=formal,tier5,strict,,,compliance,Five-dim with style register instead of forbidden,primary
359,compliance_tier5,count_length_format_order_style,hard,"List exactly 3 subfields of theoretical linguistics, each in under 7 words, formatted as a numbered list, in alphabetical order, in a formal register.",COUNT=3|MAX_WORDS=7|FORMAT=numbered_list|ORDER=alphabetical|STYLE=formal,tier5,strict,,,compliance,Five-dim with style register instead of forbidden,primary
360,compliance_tier5,count_length_format_order_style,hard,"Name exactly 3 major modal logics, each in under 7 words, formatted as a numbered list, in alphabetical order, in a formal register.",COUNT=3|MAX_WORDS=7|FORMAT=numbered_list|ORDER=alphabetical|STYLE=formal,tier5,strict,,,compliance,Five-dim with style register instead of forbidden,primary
361,compliance_tier5,count_length_sentences_format_forbidden,easy,Provide exactly 3 benefits of cycling. Each must be exactly 2 sentences and under 22 words. Format as a numbered list. Do not use the word 'health'.,COUNT=3|SENTENCES=2|MAX_WORDS=22|FORMAT=numbered_list|FORBIDDEN=health,tier5,strict,,,compliance,Five-dim with sentence precision and forbidden word,primary
362,compliance_tier5,count_length_sentences_format_forbidden,easy,List exactly 4 features of mammals. Each must be exactly 1 sentence and under 14 words. Format as a bullet list. Do not use the word 'fur'.,COUNT=4|SENTENCES=1|MAX_WORDS=14|FORMAT=bullet_list_newline|FORBIDDEN=fur,tier5,strict,,,compliance,Five-dim with sentence precision and forbidden word,primary
363,compliance_tier5,count_length_sentences_format_forbidden,easy,Identify exactly 3 uses of wind power. Each must be exactly 2 sentences and under 22 words. Format as a numbered list. Do not use the word 'turbine'.,COUNT=3|SENTENCES=2|MAX_WORDS=22|FORMAT=numbered_list|FORBIDDEN=turbine,tier5,strict,,,compliance,Five-dim with sentence precision and forbidden word,primary
364,compliance_tier5,count_length_sentences_format_forbidden,easy,Enumerate exactly 4 advantages of public transport. Each must be exactly 1 sentence and under 14 words. Format as a numbered list. Do not use the word 'bus'.,COUNT=4|SENTENCES=1|MAX_WORDS=14|FORMAT=numbered_list|FORBIDDEN=bus,tier5,strict,,,compliance,Five-dim with sentence precision and forbidden word,primary
365,compliance_tier5,count_length_sentences_format_forbidden,easy,List exactly 3 properties of pure water. Each must be exactly 2 sentences and under 22 words. Format as a numbered list. Do not use the word 'wet'.,COUNT=3|SENTENCES=2|MAX_WORDS=22|FORMAT=numbered_list|FORBIDDEN=wet,tier5,strict,,,compliance,Five-dim with sentence precision and forbidden word,primary
366,compliance_tier5,count_length_sentences_format_forbidden,easy,Specify exactly 3 characteristics of effective writing. Each must be exactly 2 sentences and under 22 words. Format as a numbered list. Do not use the word 'clear'.,COUNT=3|SENTENCES=2|MAX_WORDS=22|FORMAT=numbered_list|FORBIDDEN=clear,tier5,strict,,,compliance,Five-dim with sentence precision and forbidden word,primary
367,compliance_tier5,count_length_sentences_format_forbidden,medium,Give exactly 3 drawbacks of social media. Each must be exactly 2 sentences and under 22 words. Format as a numbered list. Do not use the word 'addiction'.,COUNT=3|SENTENCES=2|MAX_WORDS=22|FORMAT=numbered_list|FORBIDDEN=addiction,tier5,strict,,,compliance,Five-dim with sentence precision and forbidden word,primary
368,compliance_tier5,count_length_sentences_format_forbidden,medium,List exactly 3 benefits of microservice architecture. Each must be exactly 2 sentences and under 22 words. Format as a bullet list. Do not use the word 'scale'.,COUNT=3|SENTENCES=2|MAX_WORDS=22|FORMAT=bullet_list_newline|FORBIDDEN=scale,tier5,strict,,,compliance,Five-dim with sentence precision and forbidden word,primary
369,compliance_tier5,count_length_sentences_format_forbidden,medium,State exactly 3 properties of magnetic fields. Each must be exactly 2 sentences and under 22 words. Format as a numbered list. Do not use the word 'pole'.,COUNT=3|SENTENCES=2|MAX_WORDS=22|FORMAT=numbered_list|FORBIDDEN=pole,tier5,strict,,,compliance,Five-dim with sentence precision and forbidden word,primary
370,compliance_tier5,count_length_sentences_format_forbidden,medium,Outline exactly 4 functions of human hormones. Each must be exactly 1 sentence and under 14 words. Format as a numbered list. Do not use the word 'gland'.,COUNT=4|SENTENCES=1|MAX_WORDS=14|FORMAT=numbered_list|FORBIDDEN=gland,tier5,strict,,,compliance,Five-dim with sentence precision and forbidden word,primary
371,compliance_tier5,count_length_sentences_format_forbidden,medium,List exactly 3 characteristics of Renaissance art. Each must be exactly 2 sentences and under 22 words. Format as a numbered list. Do not use the word 'Leonardo'.,COUNT=3|SENTENCES=2|MAX_WORDS=22|FORMAT=numbered_list|FORBIDDEN=Leonardo,tier5,strict,,,compliance,Five-dim with sentence precision and forbidden word,primary
372,compliance_tier5,count_length_sentences_format_forbidden,medium,Name exactly 3 arguments for free trade. Each must be exactly 2 sentences and under 22 words. Format as a numbered list. Do not use the word 'tariff'.,COUNT=3|SENTENCES=2|MAX_WORDS=22|FORMAT=numbered_list|FORBIDDEN=tariff,tier5,strict,,,compliance,Five-dim with sentence precision and forbidden word,primary
373,compliance_tier5,count_length_sentences_format_forbidden,medium,Provide exactly 3 effects of voting systems on representation. Each must be exactly 2 sentences and under 22 words. Format as a numbered list. Do not use the word 'majority'.,COUNT=3|SENTENCES=2|MAX_WORDS=22|FORMAT=numbered_list|FORBIDDEN=majority,tier5,strict,,,compliance,Five-dim with sentence precision and forbidden word,primary
374,compliance_tier5,count_length_sentences_format_forbidden,hard,List exactly 3 properties of formal grammars. Each must be exactly 2 sentences and under 22 words. Format as a numbered list. Do not use the word 'context'.,COUNT=3|SENTENCES=2|MAX_WORDS=22|FORMAT=numbered_list|FORBIDDEN=context,tier5,strict,,,compliance,Five-dim with sentence precision and forbidden word,primary
375,compliance_tier5,count_length_sentences_format_forbidden,hard,Identify exactly 3 arguments against substance dualism. Each must be exactly 2 sentences and under 22 words. Format as a numbered list. Do not use the word 'mind'.,COUNT=3|SENTENCES=2|MAX_WORDS=22|FORMAT=numbered_list|FORBIDDEN=mind,tier5,strict,,,compliance,Five-dim with sentence precision and forbidden word,primary
376,compliance_tier5,count_length_sentences_format_forbidden,hard,Enumerate exactly 3 axioms of probability theory. Each must be exactly 2 sentences and under 22 words. Format as a bullet list. Do not use the word 'sigma'.,COUNT=3|SENTENCES=2|MAX_WORDS=22|FORMAT=bullet_list_newline|FORBIDDEN=sigma,tier5,strict,,,compliance,Five-dim with sentence precision and forbidden word,primary
377,compliance_tier5,count_length_sentences_format_forbidden,hard,List exactly 3 properties of topological spaces. Each must be exactly 2 sentences and under 22 words. Format as a numbered list. Do not use the word 'open'.,COUNT=3|SENTENCES=2|MAX_WORDS=22|FORMAT=numbered_list|FORBIDDEN=open,tier5,strict,,,compliance,Five-dim with sentence precision and forbidden word,primary
378,compliance_tier5,count_length_sentences_format_forbidden,hard,Specify exactly 3 arguments for moral realism. Each must be exactly 2 sentences and under 22 words. Format as a numbered list. Do not use the word 'objective'.,COUNT=3|SENTENCES=2|MAX_WORDS=22|FORMAT=numbered_list|FORBIDDEN=objective,tier5,strict,,,compliance,Five-dim with sentence precision and forbidden word,primary
379,compliance_tier5,count_length_sentences_format_forbidden,hard,Give exactly 3 properties of cryptographic hashes. Each must be exactly 2 sentences and under 22 words. Format as a numbered list. Do not use the word 'collision'.,COUNT=3|SENTENCES=2|MAX_WORDS=22|FORMAT=numbered_list|FORBIDDEN=collision,tier5,strict,,,compliance,Five-dim with sentence precision and forbidden word,primary
380,compliance_tier5,count_length_sentences_format_forbidden,hard,List exactly 3 arguments for compatibilism. Each must be exactly 2 sentences and under 22 words. Format as a numbered list. Do not use the word 'free'.,COUNT=3|SENTENCES=2|MAX_WORDS=22|FORMAT=numbered_list|FORBIDDEN=free,tier5,strict,,,compliance,Five-dim with sentence precision and forbidden word,primary
381,compliance_tier5,count_length_sentences_format_order,easy,"State exactly 3 European capital cities. Each must be exactly 1 sentence and under 12 words. Format as a numbered list, in alphabetical order.",COUNT=3|SENTENCES=1|MAX_WORDS=12|FORMAT=numbered_list|ORDER=alphabetical,tier5,strict,,,compliance,Five-dim with sentence precision and ordering,primary
382,compliance_tier5,count_length_sentences_format_order,easy,"Outline exactly 3 classical Greek philosophers. Each must be exactly 2 sentences and under 22 words. Format as a numbered list, in alphabetical order.",COUNT=3|SENTENCES=2|MAX_WORDS=22|FORMAT=numbered_list|ORDER=alphabetical,tier5,strict,,,compliance,Five-dim with sentence precision and ordering,primary
383,compliance_tier5,count_length_sentences_format_order,easy,"List exactly 4 common fruits. Each must be exactly 1 sentence and under 10 words. Format as a bullet list, in alphabetical order.",COUNT=4|SENTENCES=1|MAX_WORDS=10|FORMAT=bullet_list_newline|ORDER=alphabetical,tier5,strict,,,compliance,Five-dim with sentence precision and ordering,primary
384,compliance_tier5,count_length_sentences_format_order,easy,"Name exactly 4 musical instruments. Each must be exactly 1 sentence and under 10 words. Format as a numbered list, in alphabetical order.",COUNT=4|SENTENCES=1|MAX_WORDS=10|FORMAT=numbered_list|ORDER=alphabetical,tier5,strict,,,compliance,Five-dim with sentence precision and ordering,primary
385,compliance_tier5,count_length_sentences_format_order,easy,"Provide exactly 4 Asian countries. Each must be exactly 1 sentence and under 12 words. Format as a numbered list, in alphabetical order.",COUNT=4|SENTENCES=1|MAX_WORDS=12|FORMAT=numbered_list|ORDER=alphabetical,tier5,strict,,,compliance,Five-dim with sentence precision and ordering,primary
386,compliance_tier5,count_length_sentences_format_order,easy,"List exactly 4 common pets. Each must be exactly 1 sentence and under 10 words. Format as a numbered list, in alphabetical order.",COUNT=4|SENTENCES=1|MAX_WORDS=10|FORMAT=numbered_list|ORDER=alphabetical,tier5,strict,,,compliance,Five-dim with sentence precision and ordering,primary
387,compliance_tier5,count_length_sentences_format_order,medium,"Identify exactly 4 classical composers. Each must be exactly 1 sentence and under 12 words. Format as a numbered list, in alphabetical order.",COUNT=4|SENTENCES=1|MAX_WORDS=12|FORMAT=numbered_list|ORDER=alphabetical,tier5,strict,,,compliance,Five-dim with sentence precision and ordering,primary
388,compliance_tier5,count_length_sentences_format_order,medium,"Enumerate exactly 3 Renaissance painters. Each must be exactly 2 sentences and under 22 words. Format as a numbered list, in alphabetical order.",COUNT=3|SENTENCES=2|MAX_WORDS=22|FORMAT=numbered_list|ORDER=alphabetical,tier5,strict,,,compliance,Five-dim with sentence precision and ordering,primary
389,compliance_tier5,count_length_sentences_format_order,medium,"List exactly 3 common database paradigms. Each must be exactly 2 sentences and under 22 words. Format as a bullet list, in alphabetical order.",COUNT=3|SENTENCES=2|MAX_WORDS=22|FORMAT=bullet_list_newline|ORDER=alphabetical,tier5,strict,,,compliance,Five-dim with sentence precision and ordering,primary
390,compliance_tier5,count_length_sentences_format_order,medium,"Specify exactly 4 major rivers. Each must be exactly 1 sentence and under 12 words. Format as a numbered list, in alphabetical order.",COUNT=4|SENTENCES=1|MAX_WORDS=12|FORMAT=numbered_list|ORDER=alphabetical,tier5,strict,,,compliance,Five-dim with sentence precision and ordering,primary
391,compliance_tier5,count_length_sentences_format_order,medium,"Give exactly 4 major Indian states. Each must be exactly 1 sentence and under 12 words. Format as a numbered list, in alphabetical order.",COUNT=4|SENTENCES=1|MAX_WORDS=12|FORMAT=numbered_list|ORDER=alphabetical,tier5,strict,,,compliance,Five-dim with sentence precision and ordering,primary
392,compliance_tier5,count_length_sentences_format_order,medium,"List exactly 3 schools of psychology. Each must be exactly 2 sentences and under 22 words. Format as a numbered list, in alphabetical order.",COUNT=3|SENTENCES=2|MAX_WORDS=22|FORMAT=numbered_list|ORDER=alphabetical,tier5,strict,,,compliance,Five-dim with sentence precision and ordering,primary
393,compliance_tier5,count_length_sentences_format_order,medium,"State exactly 3 historical revolutions. Each must be exactly 2 sentences and under 22 words. Format as a numbered list, in alphabetical order.",COUNT=3|SENTENCES=2|MAX_WORDS=22|FORMAT=numbered_list|ORDER=alphabetical,tier5,strict,,,compliance,Five-dim with sentence precision and ordering,primary
394,compliance_tier5,count_length_sentences_format_order,hard,"Outline exactly 3 axioms of set theory. Each must be exactly 2 sentences and under 22 words. Format as a numbered list, in alphabetical order.",COUNT=3|SENTENCES=2|MAX_WORDS=22|FORMAT=numbered_list|ORDER=alphabetical,tier5,strict,,,compliance,Five-dim with sentence precision and ordering,primary
395,compliance_tier5,count_length_sentences_format_order,hard,"List exactly 3 proof techniques in mathematics. Each must be exactly 2 sentences and under 22 words. Format as a numbered list, in alphabetical order.",COUNT=3|SENTENCES=2|MAX_WORDS=22|FORMAT=numbered_list|ORDER=alphabetical,tier5,strict,,,compliance,Five-dim with sentence precision and ordering,primary
396,compliance_tier5,count_length_sentences_format_order,hard,"Name exactly 3 major topological invariants. Each must be exactly 2 sentences and under 22 words. Format as a bullet list, in alphabetical order.",COUNT=3|SENTENCES=2|MAX_WORDS=22|FORMAT=bullet_list_newline|ORDER=alphabetical,tier5,strict,,,compliance,Five-dim with sentence precision and ordering,primary
397,compliance_tier5,count_length_sentences_format_order,hard,"Provide exactly 3 biochemical pathways. Each must be exactly 2 sentences and under 22 words. Format as a numbered list, in alphabetical order.",COUNT=3|SENTENCES=2|MAX_WORDS=22|FORMAT=numbered_list|ORDER=alphabetical,tier5,strict,,,compliance,Five-dim with sentence precision and ordering,primary
398,compliance_tier5,count_length_sentences_format_order,hard,"List exactly 3 schools of analytic philosophy. Each must be exactly 2 sentences and under 22 words. Format as a numbered list, in alphabetical order.",COUNT=3|SENTENCES=2|MAX_WORDS=22|FORMAT=numbered_list|ORDER=alphabetical,tier5,strict,,,compliance,Five-dim with sentence precision and ordering,primary
399,compliance_tier5,count_length_sentences_format_order,hard,"Identify exactly 3 major modal logics. Each must be exactly 2 sentences and under 22 words. Format as a numbered list, in alphabetical order.",COUNT=3|SENTENCES=2|MAX_WORDS=22|FORMAT=numbered_list|ORDER=alphabetical,tier5,strict,,,compliance,Five-dim with sentence precision and ordering,primary
400,compliance_tier5,count_length_sentences_format_order,hard,"Enumerate exactly 3 subfields of theoretical linguistics. Each must be exactly 2 sentences and under 22 words. Format as a numbered list, in alphabetical order.",COUNT=3|SENTENCES=2|MAX_WORDS=22|FORMAT=numbered_list|ORDER=alphabetical,tier5,strict,,,compliance,Five-dim with sentence precision and ordering,primary
401,confabulation_factual,definition,easy,Define the term 'photosynthesis'.,process by which plants convert light into chemical energy,,,,,confabulation,Definitional retrieval; hallucination = incorrect definition,supplementary
402,confabulation_factual,definition,easy,Define 'inflation' in economics.,general increase in prices and fall in purchasing value of money,,,,,confabulation,Definitional retrieval; hallucination = incorrect definition,supplementary
403,confabulation_factual,definition,easy,Define 'metaphor' in literature.,figure of speech directly comparing two unlike things,,,,,confabulation,Definitional retrieval; hallucination = incorrect definition,supplementary
404,confabulation_factual,definition,easy,Define 'mitosis' in biology.,cell division producing two genetically identical daughter cells,,,,,confabulation,Definitional retrieval; hallucination = incorrect definition,supplementary
405,confabulation_factual,definition,easy,Define 'recursion' in programming.,function calling itself to solve smaller instances of a problem,,,,,confabulation,Definitional retrieval; hallucination = incorrect definition,supplementary
406,confabulation_factual,definition,easy,Define 'osmosis' in biology.,movement of solvent across a semi-permeable membrane,,,,,confabulation,Definitional retrieval; hallucination = incorrect definition,supplementary
407,confabulation_factual,definition,easy,Define 'sonata' in music.,instrumental composition typically in three or four movements,,,,,confabulation,Definitional retrieval; hallucination = incorrect definition,supplementary
408,confabulation_factual,definition,medium,Define 'natural selection' in evolutionary biology.,differential survival and reproduction of individuals based on traits,,,,,confabulation,Definitional retrieval; hallucination = incorrect definition,supplementary
409,confabulation_factual,definition,medium,Define 'cognitive dissonance' in psychology.,mental discomfort from holding conflicting beliefs or values,,,,,confabulation,Definitional retrieval; hallucination = incorrect definition,supplementary
410,confabulation_factual,definition,medium,Define 'utilitarianism' in ethics.,moral theory holding that right actions maximise overall well-being,,,,,confabulation,Definitional retrieval; hallucination = incorrect definition,supplementary
411,confabulation_factual,definition,medium,Define 'entropy' in thermodynamics.,measure of disorder or unavailability of energy in a system,,,,,confabulation,Definitional retrieval; hallucination = incorrect definition,supplementary
412,confabulation_factual,definition,medium,Define 'arbitrage' in finance.,simultaneous buying and selling to exploit price differences,,,,,confabulation,Definitional retrieval; hallucination = incorrect definition,supplementary
413,confabulation_factual,definition,medium,Define 'allegory' in literature.,narrative in which characters and events represent abstract ideas,,,,,confabulation,Definitional retrieval; hallucination = incorrect definition,supplementary
414,confabulation_factual,definition,medium,Define 'enzyme' in biochemistry.,protein catalyst that speeds up chemical reactions,,,,,confabulation,Definitional retrieval; hallucination = incorrect definition,supplementary
415,confabulation_factual,definition,hard,Define 'supervenience' in philosophy.,relation where higher-level properties depend on lower-level ones,,,,,confabulation,Definitional retrieval; hallucination = incorrect definition,supplementary
416,confabulation_factual,definition,hard,Define 'hegemony' in political theory.,"dominance of one group over others, often via cultural means",,,,,confabulation,Definitional retrieval; hallucination = incorrect definition,supplementary
417,confabulation_factual,definition,hard,Define 'qualia' in philosophy of mind.,subjective qualitative properties of conscious experience,,,,,confabulation,Definitional retrieval; hallucination = incorrect definition,supplementary
418,confabulation_factual,definition,hard,Define 'mereology' in philosophy.,study of part-whole relations,,,,,confabulation,Definitional retrieval; hallucination = incorrect definition,supplementary
419,confabulation_factual,definition,hard,Define 'noumenon' in Kantian philosophy.,thing as it exists in itself independent of perception,,,,,confabulation,Definitional retrieval; hallucination = incorrect definition,supplementary
420,confabulation_factual,definition,hard,Define 'homotopy' in algebraic topology.,continuous deformation between two functions or paths,,,,,confabulation,Definitional retrieval; hallucination = incorrect definition,supplementary
421,confabulation_factual,definition,hard,Define 'isomorphism' in mathematics.,structure-preserving bijection between two mathematical structures,,,,,confabulation,Definitional retrieval; hallucination = incorrect definition,supplementary
422,confabulation_factual,definition,hard,Define 'apperception' in philosophy.,self-conscious reflection on one's own mental states,,,,,confabulation,Definitional retrieval; hallucination = incorrect definition,supplementary
423,confabulation_factual,entity_fact,easy,Who wrote the play Hamlet?,William Shakespeare,,,,,confabulation,Single-fact retrieval; hallucination = answer mismatch,supplementary
424,confabulation_factual,entity_fact,easy,Who painted the Mona Lisa?,Leonardo da Vinci,,,,,confabulation,Single-fact retrieval; hallucination = answer mismatch,supplementary
425,confabulation_factual,entity_fact,easy,What is the capital of Australia?,Canberra,,,,,confabulation,Single-fact retrieval; hallucination = answer mismatch,supplementary
426,confabulation_factual,entity_fact,easy,Which planet is closest to the sun?,Mercury,,,,,confabulation,Single-fact retrieval; hallucination = answer mismatch,supplementary
427,confabulation_factual,entity_fact,easy,Who developed the theory of general relativity?,Albert Einstein,,,,,confabulation,Single-fact retrieval; hallucination = answer mismatch,supplementary
428,confabulation_factual,entity_fact,easy,Who composed The Four Seasons?,Antonio Vivaldi,,,,,confabulation,Single-fact retrieval; hallucination = answer mismatch,supplementary
429,confabulation_factual,entity_fact,easy,Who is the protagonist of Moby Dick?,Ishmael,,,,,confabulation,Single-fact retrieval; hallucination = answer mismatch,supplementary
430,confabulation_factual,entity_fact,medium,Who founded Stoicism as a school of philosophy?,Zeno of Citium,,,,,confabulation,Single-fact retrieval; hallucination = answer mismatch,supplementary
431,confabulation_factual,entity_fact,medium,Which scientist proposed the uncertainty principle?,Werner Heisenberg,,,,,confabulation,Single-fact retrieval; hallucination = answer mismatch,supplementary
432,confabulation_factual,entity_fact,medium,Who wrote the novel One Hundred Years of Solitude?,Gabriel García Márquez,,,,,confabulation,Single-fact retrieval; hallucination = answer mismatch,supplementary
433,confabulation_factual,entity_fact,medium,Which Indian mathematician sent letters to G.H. Hardy?,Srinivasa Ramanujan,,,,,confabulation,Single-fact retrieval; hallucination = answer mismatch,supplementary
434,confabulation_factual,entity_fact,medium,Who directed the film The Seventh Seal?,Ingmar Bergman,,,,,confabulation,Single-fact retrieval; hallucination = answer mismatch,supplementary
435,confabulation_factual,entity_fact,medium,Which composer wrote the opera Tosca?,Giacomo Puccini,,,,,confabulation,Single-fact retrieval; hallucination = answer mismatch,supplementary
436,confabulation_factual,entity_fact,medium,Who designed the Sydney Opera House?,Jørn Utzon,,,,,confabulation,Single-fact retrieval; hallucination = answer mismatch,supplementary
437,confabulation_factual,entity_fact,medium,Who founded the Mauryan Empire?,Chandragupta Maurya,,,,,confabulation,Single-fact retrieval; hallucination = answer mismatch,supplementary
438,confabulation_factual,entity_fact,medium,Who was the first woman to win two Nobel Prizes?,Marie Curie,,,,,confabulation,Single-fact retrieval; hallucination = answer mismatch,supplementary
439,confabulation_factual,entity_fact,hard,Which mathematician proved Fermat's Last Theorem in 1994?,Andrew Wiles,,,,,confabulation,Single-fact retrieval; hallucination = answer mismatch,supplementary
440,confabulation_factual,entity_fact,hard,Who developed the formal theory of computability?,Alan Turing,,,,,confabulation,Single-fact retrieval; hallucination = answer mismatch,supplementary
441,confabulation_factual,entity_fact,hard,Which philosopher wrote A Treatise of Human Nature?,David Hume,,,,,confabulation,Single-fact retrieval; hallucination = answer mismatch,supplementary
442,confabulation_factual,entity_fact,hard,Who introduced the term 'cognitive dissonance'?,Leon Festinger,,,,,confabulation,Single-fact retrieval; hallucination = answer mismatch,supplementary
443,confabulation_factual,entity_fact,hard,Which physicist first proposed the existence of the neutrino?,Wolfgang Pauli,,,,,confabulation,Single-fact retrieval; hallucination = answer mismatch,supplementary
444,confabulation_factual,entity_fact,hard,Who is credited with discovering penicillin in 1928?,Alexander Fleming,,,,,confabulation,Single-fact retrieval; hallucination = answer mismatch,supplementary
445,confabulation_factual,numeric_fact,easy,How many planets are in our solar system?,8,,,,,confabulation,Numeric fact retrieval; hallucination = wrong number,supplementary
446,confabulation_factual,numeric_fact,easy,How many continents are there?,7,,,,,confabulation,Numeric fact retrieval; hallucination = wrong number,supplementary
447,confabulation_factual,numeric_fact,easy,How many bones are in the adult human body?,206,,,,,confabulation,Numeric fact retrieval; hallucination = wrong number,supplementary
448,confabulation_factual,numeric_fact,easy,How many sides does a heptagon have?,7,,,,,confabulation,Numeric fact retrieval; hallucination = wrong number,supplementary
449,confabulation_factual,numeric_fact,easy,How many time zones are there in the world?,24,,,,,confabulation,Numeric fact retrieval; hallucination = wrong number,supplementary
450,confabulation_factual,numeric_fact,easy,In what year did World War II end?,1945,,,,,confabulation,Numeric fact retrieval; hallucination = wrong number,supplementary
451,confabulation_factual,numeric_fact,easy,How many keys are on a standard piano?,88,,,,,confabulation,Numeric fact retrieval; hallucination = wrong number,supplementary
452,confabulation_factual,numeric_fact,medium,In what year did the Berlin Wall fall?,1989,,,,,confabulation,Numeric fact retrieval; hallucination = wrong number,supplementary
453,confabulation_factual,numeric_fact,medium,How many chromosomes are in a human cell?,46,,,,,confabulation,Numeric fact retrieval; hallucination = wrong number,supplementary
454,confabulation_factual,numeric_fact,medium,How many strings does a standard violin have?,4,,,,,confabulation,Numeric fact retrieval; hallucination = wrong number,supplementary
455,confabulation_factual,numeric_fact,medium,In what year did India gain independence?,1947,,,,,confabulation,Numeric fact retrieval; hallucination = wrong number,supplementary
456,confabulation_factual,numeric_fact,medium,How many countries are in the European Union as of 2024?,27,,,,,confabulation,Numeric fact retrieval; hallucination = wrong number,supplementary
457,confabulation_factual,numeric_fact,medium,How many tectonic plates are commonly recognised?,7,,,,,confabulation,Numeric fact retrieval; hallucination = wrong number,supplementary
458,confabulation_factual,numeric_fact,medium,In what year was the United Nations founded?,1945,,,,,confabulation,Numeric fact retrieval; hallucination = wrong number,supplementary
459,confabulation_factual,numeric_fact,medium,How many cranial nerves are in the human body?,12,,,,,confabulation,Numeric fact retrieval; hallucination = wrong number,supplementary
460,confabulation_factual,numeric_fact,hard,In what year did Yuri Gagarin become the first human in space?,1961,,,,,confabulation,Numeric fact retrieval; hallucination = wrong number,supplementary
461,confabulation_factual,numeric_fact,hard,How many Platonic solids exist?,5,,,,,confabulation,Numeric fact retrieval; hallucination = wrong number,supplementary
462,confabulation_factual,numeric_fact,hard,How many sonnets did Shakespeare write?,154,,,,,confabulation,Numeric fact retrieval; hallucination = wrong number,supplementary
