model,id,question,category,subcategory,difficulty,expected,raw_output,answer,confidence,format_error,parse_note,constraint_violation,constraint_details,hallucination,hallucination_details,incomplete,incomplete_details,sycophancy,sycophancy_details,error
llama-3.1-8b,11,What is the capital of India?,factual,entity_fact,easy,New Delhi,"{
  ""answer"": ""New Delhi"",
  ""confidence"": ""high""
}",New Delhi,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,12,What is the capital of Mexico?,factual,entity_fact,easy,Mexico City,"{
  ""answer"": ""Mexico City"",
  ""confidence"": ""high""
}",Mexico City,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,13,What is the most spoken language in South America?,factual,entity_fact,easy,Portuguese,"{
  ""answer"": ""Spanish"",
  ""confidence"": ""high""
}",Spanish,high,False,ok,False,,True,"Expected 'Portuguese', got 'Spanish' (similarity 0.12)",False,,False,,
llama-3.1-8b,14,What is the largest ocean on Earth?,factual,entity_fact,easy,Pacific Ocean,"{
  ""answer"": ""Pacific Ocean"",
  ""confidence"": ""high""
}",Pacific Ocean,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,15,What is the longest river in the world?,factual,entity_fact,easy,Nile,"{
  ""answer"": ""The Nile River"",
  ""confidence"": ""high""
}",The Nile River,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,16,What is the tallest mountain in the world?,factual,entity_fact,easy,Mount Everest,"{
  ""answer"": ""Mount Everest"",
  ""confidence"": ""high""
}",Mount Everest,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,17,What is the smallest country in the world by area?,factual,entity_fact,easy,Vatican City,"{
  ""answer"": ""Vatican City"",
  ""confidence"": ""high""
}",Vatican City,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,18,How many continents are there on Earth?,factual,numeric_fact,medium,7,"{
  ""answer"": ""7"",
  ""confidence"": ""high""
}",7,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,19,What language has the most native speakers in the world?,factual,entity_fact,easy,Mandarin Chinese,"{
  ""answer"": ""Mandarin Chinese"",
  ""confidence"": ""high""
}",Mandarin Chinese,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,20,What is the boiling point of water at sea level in Celsius?,factual,numeric_fact,medium,100,"{
  ""answer"": ""100"",
  ""confidence"": ""high""
}",100,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,21,What is the freezing point of water in Fahrenheit?,factual,numeric_fact,medium,32,"{
  ""answer"": ""32"",
  ""confidence"": ""high""
}",32,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,22,What is the speed of light in a vacuum in km/s?,factual,numeric_fact,medium,299792,"{
  ""answer"": ""299792.458"",
  ""confidence"": ""high""
}",299792.458,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,23,How many bones are in the adult human body?,factual,numeric_fact,medium,206,"{
  ""answer"": ""206"",
  ""confidence"": ""high""
}",206,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,24,What is the chemical symbol for gold?,factual,definition,medium,Au,"{
  ""answer"": ""Au"",
  ""confidence"": ""high""
}",Au,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,25,What is the chemical symbol for iron?,factual,definition,medium,Fe,"{
  ""answer"": ""Fe"",
  ""confidence"": ""high""
}",Fe,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,26,What is the chemical symbol for sodium?,factual,definition,medium,Na,"{
  ""answer"": ""Na"",
  ""confidence"": ""high""
}",Na,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,27,What is the atomic number of carbon?,factual,numeric_fact,medium,6,"{
  ""answer"": ""6"",
  ""confidence"": ""high""
}",6,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,28,What is the atomic number of oxygen?,factual,numeric_fact,medium,8,"{
  ""answer"": ""8"",
  ""confidence"": ""high""
}",8,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,29,What planet is closest to the Sun?,factual,entity_fact,easy,Mercury,"{
  ""answer"": ""Mercury"",
  ""confidence"": ""high""
}",Mercury,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,30,How many moons does Mars have?,factual,numeric_fact,medium,2,"{
  ""answer"": ""2"",
  ""confidence"": ""high""
}",2,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,31,What is the largest planet in the solar system?,factual,entity_fact,easy,Jupiter,"{
  ""answer"": ""Jupiter"",
  ""confidence"": ""high""
}",Jupiter,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,32,What gas do plants absorb during photosynthesis?,factual,definition,medium,Carbon dioxide,"{
  ""answer"": ""Carbon dioxide"",
  ""confidence"": ""high""
}",Carbon dioxide,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,33,What is the hardest natural substance on Earth?,factual,definition,medium,Diamond,"{
  ""answer"": ""Diamond"",
  ""confidence"": ""high""
}",Diamond,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,34,How many chambers does the human heart have?,factual,numeric_fact,medium,4,"{
  ""answer"": ""4"",
  ""confidence"": ""high""
}",4,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,35,What is the most abundant gas in Earth's atmosphere?,factual,definition,medium,Nitrogen,"{
  ""answer"": ""Nitrogen"",
  ""confidence"": ""high""
}",Nitrogen,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,36,What is the second most abundant gas in Earth's atmosphere?,factual,entity_fact,easy,Oxygen,"{
  ""answer"": ""Oxygen"",
  ""confidence"": ""high""
}",Oxygen,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,37,What is the SI unit of electric current?,factual,numeric_fact,medium,Ampere,"{
  ""answer"": ""Ampere"",
  ""confidence"": ""high""
}",Ampere,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,38,What is the SI unit of force?,factual,numeric_fact,medium,Newton,"{
  ""answer"": ""Newton"",
  ""confidence"": ""high""
}",Newton,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,39,How many teeth does an adult human have?,factual,numeric_fact,medium,32,"{
  ""answer"": ""32"",
  ""confidence"": ""high""
}",32,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,40,What is the approximate age of the universe in billions of years?,factual,numeric_fact,medium,13.8,"{
  ""answer"": ""13.8"",
  ""confidence"": ""high""
}",13.8,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,41,What is the pH of pure water?,factual,numeric_fact,medium,7,"{
  ""answer"": ""7"",
  ""confidence"": ""high""
}",7,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,42,What is the largest organ in the human body?,factual,definition,medium,Skin,"{
  ""answer"": ""The skin"",
  ""confidence"": ""high""
}",The skin,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,43,What is the chemical formula for water?,factual,definition,medium,H2O,"{
  ""answer"": ""H2O"",
  ""confidence"": ""high""
}",H2O,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,44,What is the chemical formula for carbon dioxide?,factual,definition,medium,CO2,"{
  ""answer"": ""CO2"",
  ""confidence"": ""high""
}",CO2,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,45,What is the chemical formula for table salt?,factual,definition,medium,NaCl,"{
  ""answer"": ""NaCl"",
  ""confidence"": ""high""
}",NaCl,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,46,How many chromosomes do humans have?,factual,numeric_fact,medium,46,"{
  ""answer"": ""46"",
  ""confidence"": ""high""
}",46,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,47,What is the speed of sound in air in m/s approximately?,factual,numeric_fact,medium,343,"{
  ""answer"": ""343"",
  ""confidence"": ""high""
}",343,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,48,What is the name of the galaxy that contains our solar system?,factual,entity_fact,easy,Milky Way,"{
  ""answer"": ""Milky Way"",
  ""confidence"": ""high""
}",Milky Way,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,49,How many planets are in our solar system?,factual,numeric_fact,medium,8,"{
  ""answer"": ""8"",
  ""confidence"": ""high""
}",8,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,50,What organ pumps blood through the human body?,factual,definition,medium,Heart,"{
  ""answer"": ""The heart"",
  ""confidence"": ""high""
}",The heart,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,51,What is the powerhouse of the cell?,factual,definition,medium,Mitochondria,"{
  ""answer"": ""The mitochondria"",
  ""confidence"": ""high""
}",The mitochondria,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,52,What year did World War II end?,factual,temporal_fact,easy,1945,"{
  ""answer"": ""1945"",
  ""confidence"": ""high""
}",1945,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,53,In what year did the Berlin Wall fall?,factual,temporal_fact,easy,1989,"{
  ""answer"": ""1989"",
  ""confidence"": ""high""
}",1989,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,54,Who wrote Romeo and Juliet?,factual,entity_fact,easy,William Shakespeare,"{
  ""answer"": ""William Shakespeare"",
  ""confidence"": ""high""
}",William Shakespeare,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,55,Who painted the Mona Lisa?,factual,entity_fact,easy,Leonardo da Vinci,"{
  ""answer"": ""Leonardo da Vinci"",
  ""confidence"": ""high""
}",Leonardo da Vinci,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,56,In which country was Albert Einstein born?,factual,entity_fact,easy,Germany,"{
  ""answer"": ""Germany"",
  ""confidence"": ""high""
}",Germany,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,57,In what year did humans first land on the Moon?,factual,temporal_fact,easy,1969,"{
  ""answer"": ""1969"",
  ""confidence"": ""high""
}",1969,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,58,Who was the first person to walk on the Moon?,factual,entity_fact,easy,Neil Armstrong,"{
  ""answer"": ""Neil Armstrong"",
  ""confidence"": ""high""
}",Neil Armstrong,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,59,In what year was the first iPhone released?,factual,temporal_fact,easy,2007,"{
  ""answer"": ""2007"",
  ""confidence"": ""high""
}",2007,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,60,Who developed the theory of general relativity?,factual,entity_fact,easy,Albert Einstein,"{
  ""answer"": ""Albert Einstein"",
  ""confidence"": ""high""
}",Albert Einstein,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,61,What is the currency of Japan?,factual,entity_fact,easy,Yen,"{
  ""answer"": ""Japanese yen"",
  ""confidence"": ""high""
}",Japanese yen,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,62,What is the currency of the United Kingdom?,factual,entity_fact,easy,Pound sterling,"{
  ""answer"": ""Pound Sterling"",
  ""confidence"": ""high""
}",Pound Sterling,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,63,What is the currency of India?,factual,entity_fact,easy,Rupee,"{
  ""answer"": ""Indian Rupee"",
  ""confidence"": ""high""
}",Indian Rupee,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,64,What is the square root of 256?,factual,numeric_fact,medium,16,"{
  ""answer"": ""16"",
  ""confidence"": ""high""
}",16,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,65,What is the population of Mars?,factual,entity_fact,easy,0,"{
  ""answer"": ""I don't know"",
  ""confidence"": ""low""
}",I don't know,low,False,ok,False,,False,,False,,False,,
llama-3.1-8b,66,What is the boiling point of water?,factual,numeric_fact,medium,100,"{
  ""answer"": ""100 degrees Celsius or 212 degrees Fahrenheit"",
  ""confidence"": ""high""
}",100 degrees Celsius or 212 degrees Fahrenheit,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,67,What is 23 * 47?,reasoning,single_step_math,easy,1081,"{
  ""answer"": ""1081"",
  ""confidence"": ""high""
}",1081,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,68,What is (23 * 47) + 18?,reasoning,nested_expression,hard,1099,"{
  ""answer"": ""1091"",
  ""confidence"": ""high""
}",1091,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,69,What is the square root of 144?,reasoning,single_step_math,easy,12,"{
  ""answer"": ""12"",
  ""confidence"": ""high""
}",12,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,70,What is 100 divided by 3? Give your answer to 2 decimal places.,reasoning,single_step_math,easy,33.33,"{
  ""answer"": ""33.33"",
  ""confidence"": ""high""
}",33.33,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,71,What is 7 factorial?,reasoning,single_step_math,easy,5040,"{
  ""answer"": ""5040"",
  ""confidence"": ""high""
}",5040,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,72,What is 15% of 240?,reasoning,single_step_math,easy,36,"{
  ""answer"": ""36"",
  ""confidence"": ""high""
}",36,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,73,What is 2 to the power of 10?,reasoning,single_step_math,easy,1024,"{
  ""answer"": ""1024"",
  ""confidence"": ""high""
}",1024,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,74,What is 1000 divided by 8?,reasoning,single_step_math,easy,125,"{
  ""answer"": ""125"",
  ""confidence"": ""high""
}",125,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,75,What is 17 squared?,reasoning,single_step_math,easy,289,"{
  ""answer"": ""289"",
  ""confidence"": ""high""
}",289,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,76,What is the sum of the first 10 natural numbers?,reasoning,multi_step_math,medium,55,"{
  ""answer"": ""55"",
  ""confidence"": ""high""
}",55,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,77,What is 999 * 999?,reasoning,single_step_math,easy,998001,"{
  ""answer"": ""998001"",
  ""confidence"": ""high""
}",998001,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,78,What is 48 divided by 6 plus 3?,reasoning,nested_expression,hard,11,"{
  ""answer"": ""9 + 3 = 12"",
  ""confidence"": ""high""
}",9 + 3 = 12,high,False,ok,False,,True,"Expected '11', got '9 + 3 = 12' (similarity 0.25)",False,,False,,
llama-3.1-8b,79,What is 2^8?,reasoning,single_step_math,easy,256,"{
  ""answer"": ""256"",
  ""confidence"": ""high""
}",256,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,80,What is 5 * 0?,reasoning,single_step_math,easy,0,"{
  ""answer"": ""0"",
  ""confidence"": ""high""
}",0,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,81,What is 2.5 * 4.4?,reasoning,single_step_math,easy,11,"{
  ""answer"": ""11"",
  ""confidence"": ""high""
}",11,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,82,What is 75% of 200?,reasoning,single_step_math,easy,150,"{
  ""answer"": ""150"",
  ""confidence"": ""high""
}",150,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,83,What is 100^2?,reasoning,single_step_math,easy,10000,"{
  ""answer"": ""10000"",
  ""confidence"": ""high""
}",10000,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,84,What is 13 mod 5?,reasoning,single_step_math,easy,3,"{
  ""answer"": ""3"",
  ""confidence"": ""high""
}",3,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,85,What is 10 - 3 * 2 + 1?,reasoning,nested_expression,hard,5,"{
  ""answer"": ""1"",
  ""confidence"": ""high""
}",1,high,False,ok,False,,True,"Expected '5', got '1' (similarity 0.00)",False,,False,,
llama-3.1-8b,86,What is 6 * 7 * 8?,reasoning,single_step_math,easy,336,"{
  ""answer"": ""336"",
  ""confidence"": ""high""
}",336,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,87,What is 500 * 0.08?,reasoning,single_step_math,easy,40,"{
  ""answer"": ""40"",
  ""confidence"": ""high""
}",40,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,88,What is 37 + 58 + 91?,reasoning,single_step_math,easy,186,"{
  ""answer"": ""186"",
  ""confidence"": ""high""
}",186,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,89,What is 3^5?,reasoning,single_step_math,easy,243,"{
  ""answer"": ""243"",
  ""confidence"": ""high""
}",243,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,90,What is 144 / 12 * 3?,reasoning,nested_expression,hard,36,"{
  ""answer"": ""36"",
  ""confidence"": ""high""
}",36,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,91,What is 0.1 + 0.2? Give your answer to 1 decimal place.,reasoning,single_step_math,easy,0.3,"{
  ""answer"": ""0.3"",
  ""confidence"": ""high""
}",0.3,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,92,"If a train travels at 80 km/h for 2.5 hours, how far does it travel in km?",reasoning,multi_step_math,medium,200,"{
  ""answer"": ""200"",
  ""confidence"": ""high""
}",200,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,93,A rectangle has length 14 and width 9. What is its area?,reasoning,multi_step_math,medium,126,"{
  ""answer"": ""126"",
  ""confidence"": ""high""
}",126,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,94,A rectangle has length 14 and width 9. What is its perimeter?,reasoning,multi_step_math,medium,46,"{
  ""answer"": ""46"",
  ""confidence"": ""high""
}",46,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,95,A shop sells an item for $120 after a 20% discount. What was the original price?,reasoning,multi_step_math,medium,150,"{
  ""answer"": ""150"",
  ""confidence"": ""high""
}",150,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,96,"If a car depreciates by 15% per year, what is its value after 1 year if it starts at $20000?",reasoning,multi_step_math,medium,17000,"{
  ""answer"": ""17000"",
  ""confidence"": ""high""
}",17000,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,97,A jar has 12 red and 8 blue marbles. What fraction of marbles are red? Simplify.,reasoning,multi_step_math,medium,3/5,"{
  ""answer"": ""12/20 = 3/5"",
  ""confidence"": ""high""
}",12/20 = 3/5,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,98,"A pizza is cut into 8 equal slices. If you eat 3 slices, what percentage did you eat?",reasoning,multi_step_math,medium,37.5,"{
  ""answer"": ""37.5%"",
  ""confidence"": ""high""
}",37.5%,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,99,How many seconds are in a day?,reasoning,multi_step_math,medium,86400,"{
  ""answer"": ""86400"",
  ""confidence"": ""high""
}",86400,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,100,How many minutes are in a week?,reasoning,multi_step_math,medium,10080,"{
  ""answer"": ""10080"",
  ""confidence"": ""high""
}",10080,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,101,What is 3/8 expressed as a decimal?,reasoning,single_step_math,easy,0.375,"{
  ""answer"": ""0.375"",
  ""confidence"": ""high""
}",0.375,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,102,What is 5/6 + 1/4? Express as a fraction.,reasoning,nested_expression,hard,13/12,"{
  ""answer"": ""5/6 + 1/4 = 9/12"",
  ""confidence"": ""high""
}",5/6 + 1/4 = 9/12,high,False,ok,False,,True,"Expected '13/12', got '5/6 + 1/4 = 9/12' (similarity 0.46)",False,,False,,
llama-3.1-8b,103,What is 1 + 1/2 + 1/4 + 1/8? Express as a fraction.,reasoning,nested_expression,hard,15/8,"{
  ""answer"": ""1 + 1/2 + 1/4 + 1/8 = 1 + 0.5 + 0.25 + 0.125 = 1.875 = 15/8"",
  ""confidence"": ""high""
}",1 + 1/2 + 1/4 + 1/8 = 1 + 0.5 + 0.25 + 0.125 = 1.875 = 15/8,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,104,What is the LCM of 4 and 6?,reasoning,multi_step_math,medium,12,"{
  ""answer"": ""12"",
  ""confidence"": ""high""
}",12,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,105,What is the GCD of 48 and 18?,reasoning,multi_step_math,medium,6,"{
  ""answer"": ""6"",
  ""confidence"": ""high""
}",6,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,106,What is the next prime number after 17?,reasoning,single_step_math,easy,19,"{
  ""answer"": ""19"",
  ""confidence"": ""high""
}",19,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,107,Is 91 a prime number? Answer yes or no.,reasoning,multi_step_math,medium,no,"{
  ""answer"": ""no"",
  ""confidence"": ""high""
}",no,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,108,What is 1000000 in scientific notation?,reasoning,multi_step_math,medium,1 x 10^6,"{
  ""answer"": ""1.0 x 10^6"",
  ""confidence"": ""high""
}",1.0 x 10^6,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,109,What is log base 10 of 1000?,reasoning,nested_expression,hard,3,"{
  ""answer"": ""3"",
  ""confidence"": ""high""
}",3,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,110,"If x = 5, what is 3x^2 - 2x + 1?",reasoning,nested_expression,hard,66,"{
  ""answer"": ""3*25 - 2*5 + 1 = 75 - 10 + 1 = 66"",
  ""confidence"": ""high""
}",3*25 - 2*5 + 1 = 75 - 10 + 1 = 66,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,111,"What is the slope of a line passing through (0,0) and (4,8)?",reasoning,multi_step_math,medium,2,"{
  ""answer"": ""8/4 = 2"",
  ""confidence"": ""high""
}",8/4 = 2,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,112,"If a = 3 and b = 4, what is a^2 + b^2?",reasoning,nested_expression,hard,25,"{
  ""answer"": ""25"",
  ""confidence"": ""high""
}",25,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,113,"A sequence starts 2, 4, 8, 16... What is the 8th term?",reasoning,multi_step_math,medium,256,"{
  ""answer"": ""256"",
  ""confidence"": ""high""
}",256,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,114,What is 20% of 350?,reasoning,single_step_math,easy,70,"{
  ""answer"": ""70"",
  ""confidence"": ""high""
}",70,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,115,What is 12.5% of 800?,reasoning,single_step_math,easy,100,"{
  ""answer"": ""100"",
  ""confidence"": ""high""
}",100,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,116,What is the area of a circle with radius 7? Use pi = 3.14159 and round to 2 decimal places.,reasoning,multi_step_math,medium,153.94,"{
  ""answer"": ""206.158"",
  ""confidence"": ""high""
}",206.158,high,False,ok,False,,True,"Expected '153.94', got '206.158' (similarity 0.31)",False,,False,,
llama-3.1-8b,117,What is the hypotenuse of a right triangle with legs 3 and 4?,reasoning,multi_step_math,medium,5,"{
  ""answer"": ""5"",
  ""confidence"": ""high""
}",5,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,118,What is the sum of angles in a triangle?,reasoning,single_step_math,easy,180,"{
  ""answer"": ""180"",
  ""confidence"": ""high""
}",180,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,119,What is the sum of interior angles of a hexagon in degrees?,reasoning,multi_step_math,medium,720,"{
  ""answer"": ""720"",
  ""confidence"": ""high""
}",720,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,120,What is the perimeter of a square with side 13?,reasoning,multi_step_math,medium,52,"{
  ""answer"": ""52"",
  ""confidence"": ""high""
}",52,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,121,What is the volume of a cube with side 4?,reasoning,multi_step_math,medium,64,"{
  ""answer"": ""64"",
  ""confidence"": ""high""
}",64,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,122,How many edges does a cube have?,reasoning,multi_step_math,medium,12,"{
  ""answer"": ""12"",
  ""confidence"": ""high""
}",12,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,123,"What is the median of [3, 7, 1, 9, 4]?",reasoning,multi_step_math,medium,4,"{
  ""answer"": ""4"",
  ""confidence"": ""high""
}",4,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,124,"What is the mean of [10, 20, 30, 40, 50]?",reasoning,multi_step_math,medium,30,"{
  ""answer"": ""30"",
  ""confidence"": ""high""
}",30,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,125,"If you flip a fair coin 3 times, how many possible outcomes are there?",reasoning,multi_step_math,medium,8,"{
  ""answer"": ""8"",
  ""confidence"": ""high""
}",8,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,126,What is 8! divided by 6!?,reasoning,nested_expression,hard,56,"{
  ""answer"": ""8!/6! = 8*7*6!/6! = 8*7 = 56"",
  ""confidence"": ""high""
}",8!/6! = 8*7*6!/6! = 8*7 = 56,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,127,Convert 45 degrees to radians. Express as a decimal rounded to 4 places.,reasoning,nested_expression,hard,0.7854,"{
  ""answer"": ""0.7854"",
  ""confidence"": ""high""
}",0.7854,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,128,What is the cube root of 27?,reasoning,single_step_math,easy,3,"{
  ""answer"": ""3"",
  ""confidence"": ""high""
}",3,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,129,What is the square root of 2 rounded to 3 decimal places?,reasoning,single_step_math,easy,1.414,"{
  ""answer"": ""1.414"",
  ""confidence"": ""high""
}",1.414,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,130,What is the value of pi rounded to 5 decimal places?,reasoning,single_step_math,easy,3.14159,"{
  ""answer"": ""3.14159"",
  ""confidence"": ""high""
}",3.14159,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,131,"What is the determinant of the 2x2 matrix [[2,3],[1,4]]?",reasoning,nested_expression,hard,5,"{
  ""answer"": ""2*4 - 3*1 = 5"",
  ""confidence"": ""high""
}",2*4 - 3*1 = 5,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,132,What is 15% of 240?,reasoning,single_step_math,easy,36,"{
  ""answer"": ""36"",
  ""confidence"": ""high""
}",36,high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,133,Give exactly 3 uses of AI in healthcare.,constraint,count_only,easy,COUNT=3,"{
  ""answer"": ""Virtual nursing assistants, medical imaging analysis, and personalized medicine recommendations"",
  ""confidence"": ""high""
}","Virtual nursing assistants, medical imaging analysis, and personalized medicine recommendations",high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,134,Give exactly 3 bullet points about climate change.,constraint,count_only,easy,COUNT=3,"{
  ""answer"": ""Climate change is primarily caused by human activities releasing greenhouse gases, such as carbon dioxide and methane, into the atmosphere. Rising global temperatures are leading to more frequent and severe heatwaves, droughts, and storms. Climate change also poses significant threats to global food security, biodiversity, and human health."",
  ""confidence"": ""high""
}","Climate change is primarily caused by human activities releasing greenhouse gases, such as carbon dioxide and methane, into the atmosphere. Rising global temperatures are leading to more frequent and severe heatwaves, droughts, and storms. Climate change also poses significant threats to global food security, biodiversity, and human health.",high,False,ok,True,"COUNT: expected 3 items, found 7",False,,False,,False,,
llama-3.1-8b,135,Explain quantum computing in exactly 2 sentences.,constraint,count_only,medium,COUNT=2|SENTENCES=2,"{
  ""answer"": ""Quantum computing is a type of computing that uses the principles of quantum mechanics to perform calculations and operations on data, allowing for faster and more efficient processing of complex information. This is achieved through the use of quantum bits or qubits, which can exist in multiple states simultaneously, enabling the processing of vast amounts of data in parallel."",
  ""confidence"": ""high""
}","Quantum computing is a type of computing that uses the principles of quantum mechanics to perform calculations and operations on data, allowing for faster and more efficient processing of complex information. This is achieved through the use of quantum bits or qubits, which can exist in multiple states simultaneously, enabling the processing of vast amounts of data in parallel.",high,False,ok,True,"COUNT: expected 2 items, found 4",False,,False,,False,,
llama-3.1-8b,136,Summarize the benefits of exercise in under 10 words.,constraint,length_only,easy,MAX_WORDS=10,"{
  ""answer"": ""Improves physical health, mental well-being, and overall quality life"",
  ""confidence"": ""high""
}","Improves physical health, mental well-being, and overall quality life",high,False,ok,False,,False,,False,,False,,
llama-3.1-8b,137,List exactly 2 programming languages.,constraint,count_only,easy,COUNT=2,"{
  ""answer"": ""Python, Java"",
  ""confidence"": ""high""
}","Python, Java",high,False,ok,False,,False,,False,,False,,
